ID_Mahasiswa,Pendapatan_Ortu,Tanggungan_Keluarga,Pekerjaan_Ortu,Kepemilikan_Rumah,Tagihan_Listrik,Kendaraan,Nilai_IPK,Beasiswa,Kategori_UKT
M0593,997562,3,Wiraswasta,Kontrak,605710,Motor,3.27,Tidak,UKT 1
M0594,12737301,1,Swasta,Milik Sendiri,324349,Motor,3.8,Tidak,UKT 6
M0595,5078238,2,Wiraswasta,Milik Sendiri,529806,Mobil,2.91,Tidak,UKT 3
M0596,6062067,4,Tidak Bekerja,Menumpang,204599,Motor,2.3,Tidak,UKT 3
M0597,5737196,6,Swasta,Milik Sendiri,461659,Tidak Ada,3.86,Tidak,UKT 2
M0598,2100396,2,Petani,Rumah Dinas,459740,Motor,2.92,Tidak,UKT 1
M0599,10055196,5,Swasta,Milik Sendiri,428621,Motor,2.36,Tidak,UKT 4
M0600,13521573,3,Wiraswasta,Kontrak,78202,Mobil,2.6,Tidak,UKT 6
M0601,19773297,1,Petani,Menumpang,489358,Motor,2.1,Tidak,UKT 6
M0602,11566226,1,Petani,Milik Sendiri,70855,Motor,2.94,Tidak,UKT 6
M0603,13546468,4,Wiraswasta,Milik Sendiri,526963,Motor,3.71,Ya,UKT 6
M0604,17852494,2,Swasta,Milik Sendiri,361385,Tidak Ada,3.87,Ya,UKT 6
M0605,18455265,4,Tidak Bekerja,Milik Sendiri,677407,Mobil,3.87,Tidak,UKT 6
M0606,13560919,3,Petani,Kontrak,626291,Mobil,2.25,Tidak,UKT 6
M0607,7636029,4,PNS,Menumpang,511595,Motor,2.76,Tidak,UKT 3
M0608,3814692,6,Petani,Milik Sendiri,144837,Motor,2.06,Tidak,UKT 1
M0609,13082006,1,Wiraswasta,Milik Sendiri,273068,Motor,3.71,Tidak,UKT 6
M0610,6785088,1,Swasta,Milik Sendiri,406427,Mobil,2.72,Tidak,UKT 4
M0611,18387605,5,Wiraswasta,Kontrak,173805,Tidak Ada,3.26,Ya,UKT 6
M0612,16853425,5,Tidak Bekerja,Milik Sendiri,165657,Tidak Ada,3.43,Tidak,UKT 6
M0613,12960255,3,Swasta,Kontrak,154428,Motor,2.86,Tidak,UKT 6
M0614,4412942,6,Tidak Bekerja,Kontrak,172035,Motor,2.61,Ya,UKT 1
M0615,9001424,2,PNS,Kontrak,495563,Motor,3.92,Tidak,UKT 5
M0616,7968810,4,Swasta,Milik Sendiri,280780,Tidak Ada,3.93,Tidak,UKT 3
M0617,2135156,3,PNS,Kontrak,119518,Motor,2.58,Tidak,UKT 1
M0618,10655224,5,Wiraswasta,Milik Sendiri,226355,Motor,2.96,Tidak,UKT 5
M0619,5501045,4,Petani,Milik Sendiri,170243,Motor,3.95,Tidak,UKT 2
M0620,4963418,5,PNS,Menumpang,446308,Mobil,2.01,Tidak,UKT 2
M0621,10770156,4,Swasta,Kontrak,103311,Tidak Ada,2.83,Tidak,UKT 5
M0622,4845760,2,Petani,Milik Sendiri,72692,Motor,2.2,Tidak,UKT 2
M0623,3751298,3,PNS,Milik Sendiri,699242,Motor,3.02,Tidak,UKT 2
M0624,4965150,4,Wiraswasta,Milik Sendiri,442179,Motor,2.05,Tidak,UKT 2
M0625,7749903,6,Wiraswasta,Milik Sendiri,271468,Motor,2.81,Ya,UKT 2
M0626,18600699,1,Petani,Milik Sendiri,391651,Mobil,2.44,Ya,UKT 6
M0627,2222320,6,Tidak Bekerja,Milik Sendiri,130152,Tidak Ada,3.07,Tidak,UKT 1
M0628,13798372,6,Swasta,Milik Sendiri,513685,Motor+Mobil,3.99,Ya,UKT 5
M0629,19609733,1,Tidak Bekerja,Kontrak,579214,Motor,3.6,Tidak,UKT 6
M0630,3696340,6,Petani,Kontrak,53969,Motor,3.69,Tidak,UKT 1
M0631,14941444,4,Petani,Kontrak,85733,Motor,3.27,Tidak,UKT 6
M0632,12743026,4,PNS,Milik Sendiri,381999,Motor,2.08,Tidak,UKT 6
M0633,8747752,4,Wiraswasta,Menumpang,91743,Mobil,2.41,Tidak,UKT 4
M0634,18364557,1,Swasta,Rumah Dinas,220948,Mobil,3.85,Tidak,UKT 6
M0635,6695200,6,PNS,Rumah Dinas,70323,Mobil,2.73,Ya,UKT 2
M0636,4477266,1,PNS,Rumah Dinas,573293,Motor+Mobil,2.21,Ya,UKT 2
M0637,6058956,4,Petani,Menumpang,328572,Mobil,3.4,Tidak,UKT 3
M0638,18120739,6,Petani,Kontrak,608866,Motor,2.6,Tidak,UKT 6
M0639,9434845,6,Wiraswasta,Milik Sendiri,660774,Motor,2.54,Ya,UKT 3
M0640,14332640,5,Wiraswasta,Kontrak,551793,Motor,4.0,Tidak,UKT 6
M0641,4540479,5,PNS,Kontrak,376284,Tidak Ada,3.72,Tidak,UKT 2
M0642,592193,2,Wiraswasta,Kontrak,681613,Mobil,2.82,Tidak,UKT 1
M0643,13588862,3,PNS,Kontrak,318508,Motor,3.96,Ya,UKT 6
M0644,18464103,5,Wiraswasta,Milik Sendiri,441011,Tidak Ada,3.3,Tidak,UKT 6
M0645,14443554,1,Wiraswasta,Milik Sendiri,478565,Tidak Ada,3.48,Ya,UKT 6
M0646,19992730,5,Petani,Menumpang,669886,Motor,2.06,Tidak,UKT 6
M0647,13770321,2,Wiraswasta,Kontrak,226968,Motor,2.24,Tidak,UKT 6
M0648,3158571,6,Swasta,Kontrak,107062,Motor,3.27,Tidak,UKT 1
M0649,17189088,2,Swasta,Milik Sendiri,278338,Motor,3.8,Tidak,UKT 6
M0650,11111677,6,Wiraswasta,Milik Sendiri,277909,Motor,3.25,Tidak,UKT 5
M0651,7602173,6,Swasta,Menumpang,556995,Motor,2.27,Tidak,UKT 3
M0652,12334106,3,Swasta,Kontrak,138302,Motor,2.23,Tidak,UKT 6
M0653,17758896,5,Swasta,Rumah Dinas,638216,Tidak Ada,3.69,Tidak,UKT 6
M0654,5665679,1,Wiraswasta,Milik Sendiri,615635,Motor,2.28,Tidak,UKT 3
M0655,15461406,1,Swasta,Kontrak,577409,Motor,3.04,Tidak,UKT 6
M0656,15181316,4,PNS,Milik Sendiri,133793,Tidak Ada,2.07,Tidak,UKT 6
M0657,13909108,6,Wiraswasta,Kontrak,602452,Motor,2.16,Tidak,UKT 6
M0658,4600673,1,Wiraswasta,Milik Sendiri,337635,Tidak Ada,3.34,Tidak,UKT 3
M0659,2034026,3,PNS,Milik Sendiri,633510,Motor,3.38,Tidak,UKT 1
M0660,9204434,6,Swasta,Kontrak,578036,Motor,2.68,Tidak,UKT 4
M0661,15785669,3,PNS,Menumpang,600841,Motor,2.43,Tidak,UKT 6
M0662,827359,1,Swasta,Milik Sendiri,166547,Mobil,3.63,Ya,UKT 1
M0663,17251329,1,Swasta,Rumah Dinas,634668,Motor,2.43,Ya,UKT 6
M0664,17594753,4,Wiraswasta,Milik Sendiri,94331,Motor+Mobil,3.08,Tidak,UKT 6
M0665,16957553,1,Petani,Milik Sendiri,694905,Motor,3.94,Tidak,UKT 6
M0666,7453757,6,Petani,Milik Sendiri,650198,Motor,2.3,Tidak,UKT 3
M0667,1050222,6,Swasta,Milik Sendiri,447891,Motor,3.88,Tidak,UKT 1
M0668,19850835,6,Wiraswasta,Kontrak,550201,Motor,2.37,Ya,UKT 6
M0669,2953752,4,Swasta,Milik Sendiri,552237,Motor,3.13,Tidak,UKT 1
M0670,10820855,4,Tidak Bekerja,Milik Sendiri,60068,Motor,2.75,Tidak,UKT 5
M0671,18630254,1,Petani,Menumpang,628748,Tidak Ada,3.93,Ya,UKT 6
M0672,5157693,2,PNS,Milik Sendiri,620706,Tidak Ada,2.55,Tidak,UKT 3
M0673,1207689,2,Petani,Rumah Dinas,338350,Motor,2.8,Tidak,UKT 1
M0674,13336402,4,Swasta,Milik Sendiri,72337,Motor,3.97,Tidak,UKT 6
M0675,10504560,1,Petani,Kontrak,201738,Motor,3.07,Tidak,UKT 6
M0676,18573732,2,PNS,Milik Sendiri,297667,Tidak Ada,3.01,Tidak,UKT 6
M0677,14642224,1,PNS,Milik Sendiri,564241,Mobil,2.52,Tidak,UKT 6
M0678,2354971,1,Wiraswasta,Milik Sendiri,402215,Mobil,3.4,Tidak,UKT 1
M0679,16545907,1,Swasta,Milik Sendiri,148064,Motor+Mobil,2.03,Ya,UKT 6
M0680,15403841,5,Wiraswasta,Milik Sendiri,418655,Motor,2.1,Tidak,UKT 6
M0681,16039973,6,Swasta,Kontrak,532605,Mobil,3.2,Tidak,UKT 6
M0682,2349396,1,Petani,Menumpang,457974,Mobil,2.68,Tidak,UKT 1
M0683,16234209,5,Petani,Rumah Dinas,508996,Motor,3.91,Tidak,UKT 6
M0684,3191276,4,Petani,Kontrak,577466,Motor,3.81,Tidak,UKT 1
M0685,3026954,2,Swasta,Milik Sendiri,606119,Motor+Mobil,3.43,Tidak,UKT 2
M0686,7049546,6,Swasta,Milik Sendiri,183248,Motor,3.64,Ya,UKT 2
M0687,17163288,2,PNS,Milik Sendiri,153306,Motor,3.33,Tidak,UKT 6
M0688,13581782,6,Swasta,Milik Sendiri,214726,Tidak Ada,2.25,Tidak,UKT 6
M0689,15382910,2,Petani,Kontrak,424169,Tidak Ada,3.53,Tidak,UKT 6
M0690,8501482,6,Tidak Bekerja,Kontrak,140417,Mobil,2.42,Tidak,UKT 3
M0691,10614959,2,Wiraswasta,Milik Sendiri,478638,Motor,2.65,Tidak,UKT 5
M0692,1572647,2,Wiraswasta,Milik Sendiri,61984,Motor,3.64,Ya,UKT 1
M0693,2131107,2,Wiraswasta,Rumah Dinas,139312,Tidak Ada,3.07,Tidak,UKT 1
M0694,9917063,2,Petani,Rumah Dinas,242458,Motor,3.72,Tidak,UKT 5
M0695,5606563,4,Swasta,Milik Sendiri,133291,Motor,2.43,Tidak,UKT 2
M0696,8734679,1,Tidak Bekerja,Menumpang,574608,Motor,3.22,Tidak,UKT 5
M0697,15511932,3,Petani,Menumpang,537387,Mobil,2.17,Tidak,UKT 6
M0698,19227583,5,Petani,Milik Sendiri,465105,Tidak Ada,3.29,Tidak,UKT 6
M0699,2410705,3,PNS,Milik Sendiri,410215,Motor,3.53,Tidak,UKT 1
M0700,2101596,3,Swasta,Kontrak,305083,Motor,3.17,Ya,UKT 1
M0701,8257202,6,Swasta,Menumpang,684151,Motor,2.53,Tidak,UKT 3
M0702,6848564,1,Wiraswasta,Menumpang,91777,Mobil,2.06,Ya,UKT 3
M0703,6223601,6,Petani,Milik Sendiri,96250,Mobil,2.24,Ya,UKT 2
M0704,17118153,1,Swasta,Milik Sendiri,352274,Mobil,3.24,Ya,UKT 6
M0705,2882357,1,Tidak Bekerja,Kontrak,525147,Tidak Ada,3.87,Tidak,UKT 2
M0706,12375732,2,PNS,Kontrak,65216,Tidak Ada,2.41,Tidak,UKT 6
M0707,8404069,4,Swasta,Milik Sendiri,396293,Motor,3.47,Ya,UKT 3
M0708,15310624,2,PNS,Menumpang,577297,Motor,3.73,Ya,UKT 6
M0709,14130084,4,Wiraswasta,Kontrak,195281,Mobil,3.04,Tidak,UKT 6
M0710,19522347,6,Tidak Bekerja,Rumah Dinas,589317,Mobil,3.34,Ya,UKT 6
M0711,14281337,4,Swasta,Menumpang,510829,Mobil,3.63,Tidak,UKT 6
M0712,15928653,6,Wiraswasta,Kontrak,238069,Motor+Mobil,2.52,Ya,UKT 6
M0713,16599248,3,Swasta,Milik Sendiri,414315,Mobil,2.59,Tidak,UKT 6
M0714,15177069,3,Tidak Bekerja,Kontrak,164456,Motor,2.0,Tidak,UKT 6
M0715,8980473,4,Wiraswasta,Milik Sendiri,374703,Motor,3.93,Tidak,UKT 4
M0716,12933196,4,Wiraswasta,Kontrak,432688,Motor,3.84,Tidak,UKT 6
M0717,5955770,6,PNS,Milik Sendiri,419484,Tidak Ada,3.53,Tidak,UKT 2
M0718,1572200,2,Tidak Bekerja,Kontrak,83783,Tidak Ada,2.16,Ya,UKT 1
M0719,11389464,6,Wiraswasta,Milik Sendiri,84152,Motor,2.9,Tidak,UKT 5
M0720,12957080,2,Swasta,Milik Sendiri,633029,Mobil,2.2,Tidak,UKT 6
M0721,1722869,3,Wiraswasta,Milik Sendiri,494718,Tidak Ada,2.03,Ya,UKT 1
M0722,16108046,1,Swasta,Milik Sendiri,603380,Mobil,3.23,Ya,UKT 6
M0723,17012055,4,Wiraswasta,Kontrak,198725,Mobil,3.92,Tidak,UKT 6
M0724,3625354,2,PNS,Kontrak,541215,Motor,3.81,Tidak,UKT 2
M0725,10318159,6,Wiraswasta,Kontrak,221541,Tidak Ada,3.39,Tidak,UKT 4
M0726,11645552,3,Petani,Milik Sendiri,398627,Tidak Ada,2.19,Tidak,UKT 6
M0727,15275321,2,PNS,Milik Sendiri,371898,Mobil,2.55,Tidak,UKT 6
M0728,5282883,6,Swasta,Milik Sendiri,137592,Mobil,2.64,Tidak,UKT 2
M0729,7001632,4,PNS,Milik Sendiri,406687,Mobil,3.53,Tidak,UKT 3
M0730,15652994,4,Swasta,Menumpang,93169,Motor,3.6,Ya,UKT 6
M0731,8583123,5,Swasta,Milik Sendiri,491503,Tidak Ada,2.77,Tidak,UKT 4
M0732,14607262,1,Petani,Milik Sendiri,104745,Tidak Ada,2.84,Tidak,UKT 6
M0733,9806167,5,Swasta,Milik Sendiri,684456,Mobil,2.09,Tidak,UKT 4
M0734,1135605,3,Swasta,Milik Sendiri,688273,Tidak Ada,2.58,Tidak,UKT 1
M0735,7979821,2,Wiraswasta,Kontrak,71067,Motor,2.9,Ya,UKT 3
M0736,5083897,3,PNS,Kontrak,101033,Motor,2.23,Tidak,UKT 2
M0737,9703739,6,Tidak Bekerja,Milik Sendiri,95256,Tidak Ada,2.91,Ya,UKT 3
M0738,7913718,4,Wiraswasta,Milik Sendiri,289455,Motor,3.71,Tidak,UKT 3
M0739,567661,5,Petani,Milik Sendiri,552264,Motor,3.16,Tidak,UKT 1
M0740,7359991,5,Petani,Milik Sendiri,250417,Motor,2.16,Tidak,UKT 3
M0741,8085153,5,Wiraswasta,Milik Sendiri,136803,Tidak Ada,2.38,Ya,UKT 3
M0742,10966615,3,PNS,Menumpang,253814,Mobil,2.95,Tidak,UKT 5
M0743,1807506,4,PNS,Kontrak,168843,Mobil,2.72,Tidak,UKT 1
M0744,10859814,2,Swasta,Kontrak,529809,Motor,2.72,Tidak,UKT 5
M0745,3466422,6,Wiraswasta,Milik Sendiri,603280,Mobil,3.06,Tidak,UKT 1
M0746,17099789,2,PNS,Milik Sendiri,262603,Motor,3.17,Tidak,UKT 6
M0747,4208654,3,Petani,Kontrak,623091,Motor,3.59,Tidak,UKT 2
M0748,618033,6,Tidak Bekerja,Kontrak,422119,Mobil,2.68,Tidak,UKT 1
M0749,9518873,5,Wiraswasta,Kontrak,194282,Mobil,3.61,Tidak,UKT 4
M0750,11598917,1,Petani,Milik Sendiri,526545,Mobil,2.68,Tidak,UKT 6
M0751,6372354,3,PNS,Kontrak,76270,Tidak Ada,2.11,Tidak,UKT 3
M0752,1715502,3,Wiraswasta,Milik Sendiri,505224,Tidak Ada,3.11,Tidak,UKT 1
M0753,14702047,4,Petani,Menumpang,581740,Mobil,3.18,Ya,UKT 6
M0754,16040184,2,PNS,Kontrak,353630,Motor,3.87,Tidak,UKT 6
M0755,13514646,3,PNS,Kontrak,64859,Motor,3.45,Tidak,UKT 6
M0756,10310404,3,Tidak Bekerja,Milik Sendiri,606371,Mobil,3.84,Tidak,UKT 5
M0757,11651387,5,Petani,Kontrak,161462,Mobil,3.82,Tidak,UKT 5
M0758,19596265,5,Wiraswasta,Milik Sendiri,197735,Mobil,3.21,Tidak,UKT 6
M0759,6792518,6,Wiraswasta,Milik Sendiri,299737,Motor,3.06,Tidak,UKT 2
M0760,8087768,1,Petani,Milik Sendiri,331197,Mobil,3.11,Ya,UKT 4
M0761,2692614,4,Petani,Kontrak,192157,Tidak Ada,3.96,Tidak,UKT 1
M0762,14530933,1,Swasta,Milik Sendiri,401889,Tidak Ada,3.55,Tidak,UKT 6
M0763,18047389,6,Swasta,Milik Sendiri,240167,Motor,2.21,Ya,UKT 6
M0764,11557963,5,Swasta,Menumpang,643805,Tidak Ada,3.56,Ya,UKT 5
M0765,15711913,2,Wiraswasta,Milik Sendiri,186319,Motor,2.34,Tidak,UKT 6
M0766,967010,5,Petani,Kontrak,464027,Motor,2.89,Ya,UKT 1
M0767,2155016,4,Wiraswasta,Milik Sendiri,276453,Motor,2.42,Tidak,UKT 1
M0768,13469105,5,Swasta,Milik Sendiri,186645,Tidak Ada,3.38,Ya,UKT 5
M0769,4721038,4,Petani,Rumah Dinas,562035,Motor,3.75,Tidak,UKT 2
M0770,11011829,4,Petani,Milik Sendiri,653555,Motor,2.58,Tidak,UKT 5
M0771,4380993,4,Petani,Milik Sendiri,188261,Motor,2.16,Tidak,UKT 2
M0772,13620110,6,Wiraswasta,Kontrak,392221,Mobil,2.6,Ya,UKT 5
M0773,14467111,4,Swasta,Kontrak,486862,Mobil,3.34,Tidak,UKT 6
M0774,3068103,4,Petani,Kontrak,388767,Motor,2.66,Tidak,UKT 1
M0775,8969872,2,PNS,Milik Sendiri,181004,Mobil,2.56,Tidak,UKT 4
M0776,8911883,1,Swasta,Milik Sendiri,555187,Tidak Ada,2.37,Tidak,UKT 5
M0777,11582322,3,Swasta,Kontrak,103687,Motor,3.0,Ya,UKT 5
M0778,16703305,1,Petani,Kontrak,157615,Mobil,2.55,Tidak,UKT 6
M0779,11348680,4,Tidak Bekerja,Rumah Dinas,443120,Motor,3.46,Tidak,UKT 5
M0780,6982532,2,Petani,Rumah Dinas,601852,Motor+Mobil,2.15,Tidak,UKT 3
M0781,16422693,5,Wiraswasta,Rumah Dinas,581985,Motor,3.33,Ya,UKT 6
M0782,5696467,2,Petani,Milik Sendiri,654453,Mobil,2.48,Tidak,UKT 3
M0783,2500609,4,Petani,Milik Sendiri,632111,Motor,2.98,Tidak,UKT 1
M0784,9801434,2,PNS,Rumah Dinas,583903,Motor,2.57,Tidak,UKT 5
M0785,19974359,2,Swasta,Milik Sendiri,556554,Motor,3.45,Tidak,UKT 6
M0786,9692300,4,Swasta,Milik Sendiri,650724,Mobil,3.89,Ya,UKT 4
M0787,10049765,6,Swasta,Menumpang,432706,Motor,3.83,Tidak,UKT 4
M0788,18591748,2,PNS,Menumpang,609070,Motor+Mobil,3.17,Tidak,UKT 6
M0789,17698456,3,PNS,Milik Sendiri,128533,Motor,2.93,Tidak,UKT 6
M0790,12748352,3,Swasta,Milik Sendiri,290011,Tidak Ada,3.64,Tidak,UKT 6
M0791,1444789,2,Tidak Bekerja,Milik Sendiri,239327,Motor,3.37,Tidak,UKT 1
M0792,19490789,6,Swasta,Rumah Dinas,555168,Motor,2.37,Tidak,UKT 6
M0793,16693014,5,Swasta,Menumpang,122684,Mobil,3.64,Tidak,UKT 6
M0794,15252367,4,PNS,Milik Sendiri,500134,Motor,2.86,Tidak,UKT 6
M0795,19532579,3,Petani,Milik Sendiri,266621,Motor,2.38,Tidak,UKT 6
M0796,8875741,5,Swasta,Menumpang,285295,Motor,2.56,Ya,UKT 3
M0797,17014877,2,Swasta,Milik Sendiri,607665,Motor,2.54,Tidak,UKT 6
M0798,5556861,5,Petani,Kontrak,680532,Mobil,3.04,Tidak,UKT 2
M0799,6936446,1,PNS,Menumpang,597670,Motor,2.47,Tidak,UKT 4
M0800,4648887,3,PNS,Milik Sendiri,203466,Motor,2.25,Tidak,UKT 2
M0801,9557014,2,Swasta,Kontrak,284318,Motor+Mobil,2.25,Tidak,UKT 5
M0802,5112338,4,PNS,Milik Sendiri,422778,Mobil,3.17,Tidak,UKT 2
M0803,11742014,6,PNS,Milik Sendiri,181936,Motor,3.47,Ya,UKT 4
M0804,18310471,2,Swasta,Rumah Dinas,697952,Motor,2.64,Ya,UKT 6
M0805,7582212,4,Wiraswasta,Milik Sendiri,422818,Motor,2.07,Tidak,UKT 3
M0806,11941374,6,Petani,Menumpang,153533,Motor,2.25,Ya,UKT 4
M0807,3594235,6,Petani,Kontrak,297997,Mobil,3.83,Tidak,UKT 1
M0808,14815594,2,Swasta,Milik Sendiri,119590,Motor,2.99,Tidak,UKT 6
M0809,887952,5,Tidak Bekerja,Milik Sendiri,439919,Motor,2.91,Tidak,UKT 1
M0810,18307333,5,Swasta,Milik Sendiri,378615,Motor,2.08,Ya,UKT 6
M0811,2857821,6,PNS,Milik Sendiri,553692,Motor,3.46,Tidak,UKT 1
M0812,9413742,5,Petani,Milik Sendiri,531530,Tidak Ada,3.06,Ya,UKT 3
M0813,16763882,1,PNS,Milik Sendiri,565795,Tidak Ada,2.4,Tidak,UKT 6
M0814,6084263,6,Swasta,Milik Sendiri,355442,Motor,2.22,Tidak,UKT 2
M0815,744761,6,Petani,Kontrak,506324,Tidak Ada,2.77,Tidak,UKT 1
M0816,11860428,4,Wiraswasta,Kontrak,294936,Tidak Ada,3.67,Tidak,UKT 5
M0817,17112651,5,Swasta,Kontrak,623212,Motor,3.73,Ya,UKT 6
M0818,8886180,6,Wiraswasta,Milik Sendiri,459925,Tidak Ada,3.21,Tidak,UKT 3
M0819,14960021,1,Tidak Bekerja,Milik Sendiri,59726,Tidak Ada,3.46,Ya,UKT 6
M0820,564323,4,PNS,Kontrak,241896,Motor,2.23,Tidak,UKT 1
M0821,15796274,2,Swasta,Milik Sendiri,90542,Motor,3.18,Ya,UKT 6
M0822,18514931,6,Swasta,Milik Sendiri,463461,Motor,3.33,Tidak,UKT 6
M0823,8540979,1,Swasta,Rumah Dinas,84753,Tidak Ada,2.4,Tidak,UKT 5
M0824,1454480,3,Swasta,Rumah Dinas,333460,Mobil,3.76,Tidak,UKT 1
M0825,18131232,1,Tidak Bekerja,Kontrak,283979,Motor+Mobil,2.39,Tidak,UKT 6
M0826,5847417,1,Wiraswasta,Milik Sendiri,658986,Mobil,2.63,Tidak,UKT 3
M0827,9753517,4,Petani,Rumah Dinas,328104,Motor,3.24,Ya,UKT 4
M0828,6309701,2,Swasta,Kontrak,80791,Mobil,3.28,Tidak,UKT 3
M0829,13871172,3,Wiraswasta,Rumah Dinas,337360,Motor,3.4,Ya,UKT 6
M0830,10493726,5,Tidak Bekerja,Rumah Dinas,376571,Tidak Ada,2.22,Tidak,UKT 4
M0831,1916012,5,Wiraswasta,Rumah Dinas,647578,Motor,3.7,Tidak,UKT 1
M0832,6252810,1,PNS,Kontrak,621302,Mobil,3.07,Tidak,UKT 3
M0833,1071650,4,Petani,Milik Sendiri,185150,Motor,2.94,Tidak,UKT 1
M0834,9274533,4,PNS,Kontrak,100519,Tidak Ada,3.96,Tidak,UKT 4
M0835,3363793,5,Swasta,Kontrak,623340,Mobil,3.48,Tidak,UKT 1
M0836,5409047,3,PNS,Kontrak,64389,Mobil,2.24,Ya,UKT 2
M0837,7381289,2,Petani,Milik Sendiri,408105,Tidak Ada,3.51,Tidak,UKT 4
M0838,7922212,3,Petani,Milik Sendiri,642399,Motor,2.19,Tidak,UKT 4
M0839,4257974,6,PNS,Menumpang,207753,Tidak Ada,2.05,Tidak,UKT 1
M0840,9291689,6,Swasta,Kontrak,663812,Mobil,2.81,Tidak,UKT 4
M0841,9267500,2,Swasta,Menumpang,393150,Motor,3.99,Ya,UKT 4
M0842,8791923,5,Swasta,Rumah Dinas,547488,Motor,2.35,Tidak,UKT 4
M0843,8296324,2,PNS,Kontrak,144913,Mobil,3.35,Tidak,UKT 4
M0844,12143208,4,Swasta,Kontrak,668396,Motor,2.35,Ya,UKT 5
M0845,10873904,6,Wiraswasta,Menumpang,319637,Motor,3.45,Tidak,UKT 4
M0846,8612074,1,PNS,Kontrak,119639,Motor,3.01,Tidak,UKT 5
M0847,19467438,1,PNS,Kontrak,281452,Motor,3.36,Tidak,UKT 6
M0848,12638391,5,Swasta,Milik Sendiri,366527,Motor,2.41,Tidak,UKT 6
M0849,19996485,4,Tidak Bekerja,Milik Sendiri,359378,Tidak Ada,3.49,Tidak,UKT 6
M0850,11213405,3,Petani,Kontrak,536084,Motor,3.99,Tidak,UKT 5
M0851,16765147,4,Petani,Milik Sendiri,579882,Motor,3.33,Tidak,UKT 6
M0852,18063883,1,Swasta,Milik Sendiri,319515,Motor,2.99,Tidak,UKT 6
M0853,10242257,1,Petani,Milik Sendiri,621603,Motor+Mobil,3.85,Ya,UKT 5
M0854,14461076,6,PNS,Milik Sendiri,282520,Motor+Mobil,2.03,Tidak,UKT 6
M0855,18989719,4,Petani,Milik Sendiri,653814,Motor,3.46,Tidak,UKT 6
M0856,4109736,4,Tidak Bekerja,Milik Sendiri,293459,Motor,3.78,Tidak,UKT 2
M0857,8560833,1,Petani,Menumpang,287330,Motor,2.12,Tidak,UKT 5
M0858,7138155,3,Wiraswasta,Kontrak,155573,Mobil,2.9,Tidak,UKT 3
M0859,18661634,5,Wiraswasta,Milik Sendiri,187900,Motor,2.41,Ya,UKT 6
M0860,17663810,5,PNS,Milik Sendiri,369658,Motor+Mobil,3.13,Tidak,UKT 6
M0861,12725855,4,Tidak Bekerja,Kontrak,550364,Motor,3.3,Tidak,UKT 6
M0862,18369717,5,PNS,Milik Sendiri,555740,Motor+Mobil,2.61,Tidak,UKT 6
M0863,5738331,1,Petani,Rumah Dinas,285707,Mobil,2.92,Tidak,UKT 3
M0864,1635964,1,PNS,Kontrak,554917,Mobil,2.56,Tidak,UKT 1
M0865,2655748,4,PNS,Rumah Dinas,527294,Motor,2.74,Tidak,UKT 1
M0866,11933787,4,Swasta,Milik Sendiri,573116,Tidak Ada,2.32,Tidak,UKT 5
M0867,1373172,6,Swasta,Kontrak,504485,Motor,3.77,Ya,UKT 1
M0868,9410852,4,Swasta,Milik Sendiri,563066,Motor,2.02,Tidak,UKT 4
M0869,6155378,3,Petani,Menumpang,314179,Tidak Ada,3.76,Tidak,UKT 3
M0870,5373594,5,PNS,Kontrak,159767,Motor,3.14,Tidak,UKT 2
M0871,4563309,4,PNS,Milik Sendiri,483961,Motor,2.66,Tidak,UKT 2
M0872,7441245,2,Petani,Milik Sendiri,591529,Motor,3.45,Tidak,UKT 4
M0873,16376696,6,Swasta,Milik Sendiri,627263,Motor,3.02,Tidak,UKT 6
M0874,9951244,2,Wiraswasta,Kontrak,204226,Tidak Ada,3.0,Ya,UKT 4
M0875,10675529,1,Petani,Milik Sendiri,541818,Motor+Mobil,2.22,Tidak,UKT 6
M0876,8317304,5,Wiraswasta,Kontrak,106396,Tidak Ada,2.78,Tidak,UKT 3
M0877,14650033,4,Petani,Milik Sendiri,542443,Motor,2.48,Tidak,UKT 6
M0878,18106951,2,Swasta,Kontrak,168920,Motor,2.03,Tidak,UKT 6
M0879,7521862,5,Petani,Rumah Dinas,456547,Mobil,2.72,Ya,UKT 3
M0880,12718983,1,Swasta,Rumah Dinas,244999,Tidak Ada,2.18,Ya,UKT 6
M0881,8851245,3,Swasta,Rumah Dinas,660514,Motor,2.51,Tidak,UKT 4
M0882,5782591,6,Wiraswasta,Milik Sendiri,659007,Motor,2.19,Tidak,UKT 2
M0883,7983058,5,Swasta,Milik Sendiri,113014,Motor,2.2,Ya,UKT 3
M0884,19839685,5,Wiraswasta,Kontrak,613634,Motor,2.4,Tidak,UKT 6
M0885,3586176,3,Wiraswasta,Milik Sendiri,644699,Motor+Mobil,4.0,Tidak,UKT 2
M0886,5845854,5,Wiraswasta,Milik Sendiri,235550,Motor+Mobil,2.0,Tidak,UKT 2
M0887,12183982,1,Tidak Bekerja,Milik Sendiri,236806,Tidak Ada,3.28,Tidak,UKT 6
M0888,16820656,1,Swasta,Milik Sendiri,471837,Motor,2.28,Tidak,UKT 6
M0889,5383680,3,Swasta,Milik Sendiri,388585,Motor,3.84,Ya,UKT 2
M0890,4181262,6,Petani,Menumpang,96121,Motor,2.19,Tidak,UKT 1
